IC - NGC,Name,Messier,NGC,IC,Object Type abrev.,Object type,ra,dec,Constellation,Major axis,Minor axis,Position angle,b_mag,v_mag,j_mag,h_mag,k_mag,Surface Brigthness,Hubble (only Galaxies),Cstar U-Mag (only Planetary Nebulae),Cstar B-Mag (only Planetary Nebulae),Cstar V-Mag (only Planetary Nebulae),Cstar Names (only Planetary Nebulae),identifiers,common_names,ned_notes,openngc_notes,Image
IC,IC4963,,,,G,Galaxy,20:12:05.49,-55:14:45.2,Tel,1.43,0.61,159,14.33,,10.9,10.26,9.95,23.49,SABa,,,,,2MASX J20120552-5514452,,,,
IC,IC4964,,,,G,Galaxy,20:17:23.93,-73:53:08.3,Pav,1.59,0.58,155,14.6,,12.96,12.07,11.63,23.3,Scd,,,,,2MASX J20172390-7353083,,,,
IC,IC4967,,,,G,Galaxy,20:16:23.15,-70:33:52.9,Pav,0.73,0.57,92,14.82,,11.82,11.2,10.83,23,E,,,,,2MASX J20162313-7033530,,,,
IC,IC4968,,,,G,Galaxy,20:14:50.23,-64:47:54.2,Pav,0.76,0.61,37,15.01,,12.76,12.14,11.62,22.96,SBc,,,,,2MASX J20145022-6447542,,,,
IC,IC4970,,,,G,Galaxy,20:16:57.35,-70:44:59.1,Pav,1.66,0.44,12,14.16,13.88,,,,24.36,E-S0,,,,,ESO 073-033,,,,
IC,IC4973,,,,G,Galaxy,20:14:34.13,-58:22:16.0,Pav,0.66,0.35,1,15.8,,13.61,12.72,12.84,23.28,Sbc,,,,,2MASX J20143413-5822159,,,,
IC,IC4974 NED02,,,,G,Galaxy,20:15:26.95,-61:51:47.0,Pav,0.66,0.48,110,,,,,,,,,,,,PGC 064361,,,,
IC,IC4978,,,,G,Galaxy,20:14:37.65,-54:25:19.1,Tel,0.74,0.3,91,15.43,,12.66,11.91,11.58,23.54,,,,,,2MASX J20143763-5425190,,,,
IC,IC4979,,,,G,Galaxy,20:14:41.84,-53:27:31.3,Tel,1.08,0.9,13,14.96,,13.05,12.33,12.66,23.68,SABc,,,,,2MASX J20144185-5327311,,,,
IC,IC4982,,,,G,Galaxy,20:20:20.84,-71:00:28.2,Pav,0.52,0.44,51,15.17,,13.85,13.31,13.13,22.57,,,,,,2MASX J20202087-7100280,,,,
IC,IC4989,,,,G,Galaxy,20:19:23.69,-58:33:05.3,Pav,1.16,0.29,155,15.31,,12.1,11.33,10.93,23.39,Sb,,,,,2MASX J20192373-5833052,,,,
IC,IC4990,,,,G,Galaxy,20:21:25.59,-66:53:27.1,Pav,0.77,0.36,19,15.74,,13.53,12.83,12.41,23.61,SBc,,,,,2MASX J20212561-6653271,,,,
IC,IC4991,,,,G,Galaxy,20:18:23.28,-41:03:00.6,Sgr,2.91,2.13,129,12.33,,9.45,8.8,8.49,23.73,S0,,,,,2MASX J20182327-4103006,,,,
IC,IC4993,,,,G,Galaxy,20:21:56.36,-66:59:07.4,Pav,0.52,0.4,28,15.74,,13.46,12.69,12.76,22.78,Sm,,,,,2MASX J20215637-6659072,,,,
IC,IC4997,,,,PN,Planetary Nebula,20:20:08.80,+16:43:54.0,Del,0.03,,,11.6,10.5,10.45,10.41,9.67,,,,14.6,14.4,,IRAS 20178+1634,,,,
IC,IC4999,,,,G,Galaxy,20:23:56.34,-26:00:53.8,Cap,2.03,1,92,13.51,,11.38,10.62,10.47,22.94,Sc,,,,,2MASX J20235633-2600538,,,,
IC,IC5001,,,,G,Galaxy,20:26:20.05,-54:46:29.0,Tel,0.97,0.39,28,15.24,,12.99,12.41,12.2,23.72,S0-a,,,,,2MASX J20262000-5446288,,,,
IC,IC5004,,NGC6923,,Dup,Galaxy,20:31:39.07,-30:49:54.8,Mic,,,,,,,,,,,,,,,,,,,
IC,IC5007,,,IC5030,,,,,,,,,,,,,,,,,,,,,,,,
IC,IC5010,,,,G,Galaxy,20:30:26.68,-66:05:50.5,Pav,0.78,0.34,178,15.88,,12.65,11.92,11.53,23.36,Sc,,,,,2MASX J20302670-6605502,,,,
IC,IC5011,,,IC5013,G,Galaxy,20:28:33.82,-36:01:37.6,Mic,3.01,1.32,18,12.67,,9.51,8.86,8.61,23.76,S0,,,,,2MASX J20283383-3601376,,,,
IC,IC5013,,,IC5011,Dup,Galaxy,20:28:33.82,-36:01:37.6,Mic,,,,,,,,,,,,,,,,,,,
IC,IC5023,,,,G,Galaxy,20:38:10.72,-67:11:04.7,Pav,1.43,0.49,118,14.24,,11.26,10.64,10.3,23.19,Sa,,,,,2MASX J20381072-6711047,,,,
IC,IC5026,,,,G,Galaxy,20:48:28.05,-78:04:09.3,Oct,2.4,0.28,75,15.48,,12.68,12.4,12,24.27,Scd,,,,,2MASX J20482798-7804089,,,,
IC,IC5027,,,,G,Galaxy,20:41:08.93,-55:28:19.6,Ind,0.51,0.46,55,15.26,,12.74,12.04,11.72,22.45,Sbc,,,,,2MASX J20410891-5528197,,,,
IC,IC5029,,,IC5003,Dup,Galaxy,20:43:14.34,-29:51:12.2,Mic,,,,,,,,,,,,,,,,,,,
IC,IC5031,,,,G,Galaxy,20:45:20.27,-67:32:21.6,Pav,0.59,0.35,40,13.62,,13.14,12.42,12.38,,,,,,,2MASX J20452030-6732218,,,,
IC,IC5035,,,,G,Galaxy,20:44:14.45,-57:07:39.1,Ind,0.63,0.41,122,15.89,,13.22,12.6,12.25,23.26,Sc,,,,,2MASX J20441444-5707392,,,,
IC,IC5037,,,,G,Galaxy,20:45:39.25,-58:26:59.2,Ind,1.32,0.21,158,15.88,,12.37,11.56,11.24,23.74,Sc,,,,,2MASX J20453927-5826591,,,,
IC,IC5041,,,IC5007,Dup,Galaxy,20:43:34.45,-29:42:13.1,Mic,,,,,,,,,,,,,,,,,,,
IC,IC5042,,,,G,Galaxy,20:47:46.02,-65:05:03.5,Pav,1.1,0.75,43,14.06,,11.29,10.69,10.36,22.73,Sc,,,,,2MASX J20474601-6505034,,,,
IC,IC5044,,,,G,Galaxy,20:50:41.54,-71:53:57.9,Pav,0.64,0.44,99,15.51,,,,,23.31,,,,,,2MASX J20504159-7153582,,,,
IC,IC5046,,,IC5003,Dup,Galaxy,20:43:14.34,-29:51:12.2,Mic,,,,,,,,,,,,,,,,,,,
IC,IC5051,,,,G,Galaxy,20:52:22.65,-71:47:23.6,Pav,0.68,0.44,59,15.56,,13.55,12.9,11.81,23.09,Sc,,,,,2MASX J20522267-7147233,,,,
IC,IC5052,,,,G,Galaxy,20:52:05.57,-69:12:05.9,Pav,7.16,1.33,140,12.2,11.66,9.76,9.1,8.88,23.25,SBcd,,,,,2MASX J20520163-6911359,,,,
IC,IC5053,,,,G,Galaxy,20:53:36.21,-71:08:28.4,Pav,2.09,0.68,57,14.06,,11.02,10.19,9.91,23.87,Sa,,,,,2MASX J20533616-7108280,,,,
IC,IC5056,,,,Other,,20:48:59.50,-39:10:51.3,Mic,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC5058,,NGC6965,,Dup,Galaxy,20:47:20.37,+00:29:02.6,Aqr,,,,,,,,,,,,,,,,,,,
IC,IC5059,,,,G,Galaxy,20:51:13.48,-57:41:19.2,Ind,0.9,0.62,13,15.27,,13.55,12.77,12.74,23.41,Sab,,,,,2MASX J20511346-5741188,,,,
IC,IC5061,,,,Other,,20:47:37.15,+00:20:08.4,Aqr,,,,,,,,,,,,,,,,,Galactic triple star,,
IC,IC5065,,,,G,Galaxy,20:51:45.80,-29:50:50.2,Mic,1.5,0.92,149,14.44,,11.34,10.7,10.38,24.13,S0,,,,,2MASX J20514579-2950502,,,,
IC,IC5066,,,,G,Galaxy,20:57:03.02,-73:08:50.1,Pav,0.68,0.32,30,15.14,,12.7,12.2,11.59,22.71,Sab,,,,,2MASX J20570303-7308501,,,,
IC,IC5067,,,,Other,,20:47:50.18,+44:22:01.1,Cyg,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC5071,,,,G,Galaxy,21:01:19.74,-72:38:33.8,Pav,3.17,0.56,17,13.28,,10.44,9.75,9.51,23.19,Sc,,,,,2MASX J21011970-7238338,,,,
IC,IC5072,,,,G,Galaxy,21:01:56.82,-72:59:18.5,Pav,0.81,0.37,107,15.57,,13.41,12.93,12.52,23.84,,,,,,2MASX J21015682-7259184,,,,
IC,IC5073,,,,G,Galaxy,21:03:19.86,-72:41:16.4,Pav,1.18,0.91,50,14.87,,12.71,11.75,11.24,23.76,SBc,,,,,2MASX J21031988-7241163,,,,
IC,IC5078,,,,G,Galaxy,21:02:31.27,-16:49:05.9,Cap,3.24,0.56,86,12.8,,10.42,9.88,9.64,23.44,Sc,,,,,2MASX J21023127-1649058,,,,
IC,IC5079,,,,*,Star,21:05:44.01,-56:13:48.9,Ind,,,,,,,,,,,,,,,,,The IC identification is not certain.,,
IC,IC5081,,,,Other,,21:03:01.23,+19:11:21.3,Del,,,,,,,,,,,,,,,2MASX J21030124+1911213,,,NED lists this object as type G,
IC,IC5087,,,,G,Galaxy,21:14:21.45,-73:46:25.8,Pav,1.46,0.38,95,15.17,,12.11,11.27,10.84,23.73,SBb,,,,,2MASX J21142137-7346262,,,,
IC,IC5091,,,,G,Galaxy,21:17:37.02,-70:39:10.6,Pav,0.56,0.49,158,15.93,,14.19,13.62,13.23,23.23,Sc,,,,,2MASX J21173700-7039106,,,,
IC,IC5092,,,,G,Galaxy,21:16:14.50,-64:27:52.8,Pav,2.75,2.43,33,12.78,,10.33,9.65,9.41,23.82,SBc,,,,,2MASX J21161448-6427529,,,,
IC,IC5096,,,,G,Galaxy,21:18:21.54,-63:45:38.4,Pav,3.52,0.66,149,13.32,,9.65,8.78,8.51,23.71,Sbc,,,,,2MASX J21182151-6345384,,,,
IC,IC5097,,,,Other,,21:14:58.08,+04:29:02.8,Equ,,,,,,,,,,,,,,,,,Four Galactic stars.  The IC identification is not certain.,,
IC,IC5098,,,,Other,,21:15:01.38,+04:29:37.0,Equ,,,,,,,,,,,,,,,,,Two Galactic stars.  The IC identification is not certain.,,
IC,IC5102,,,,G,Galaxy,21:26:13.46,-73:18:36.3,Pav,1.07,0.54,113,14.79,,11.57,10.94,10.6,23.75,S0,,,,,2MASX J21261348-7318359,,,,
IC,IC5106,,,,G,Galaxy,21:28:38.13,-70:50:04.5,Pav,1.51,1.17,145,13.77,,10.83,10.19,9.94,23.44,E-S0,,,,,2MASX J21283805-7050044,,,,
IC,IC5110,,,,G,Galaxy,21:30:43.39,-60:00:06.6,Ind,1.37,1,52,14.26,12.83,11.56,10.82,10.63,23.22,Sc,,,,,2MASX J21304338-6000064,,,,
IC,IC5112,,,,NonEx,Nonexistent object,,,,,,,,,,,,,,,,,,,,,,
IC,IC5113,,,,**,Double star,21:29:39.49,+06:49:04.8,Peg,,,,,,,,,,,,,,,,,The IC identification is uncertain.,,
IC,IC5115,,,,G,Galaxy,21:30:57.29,+11:45:48.6,Peg,0.71,0.42,109,15.7,,13.92,12.78,12.3,23.48,Sbc,,,,,2MASX J21305728+1145489,,,,
IC,IC5116,,,,G,Galaxy,21:37:05.50,-70:58:57.2,Ind,1.48,1.26,34,13.89,,12.12,11.42,11.19,23.34,SBbc,,,,,2MASX J21370550-7058572,,,,
IC,IC5127,,NGC7102,,Dup,Galaxy,21:39:44.49,+06:17:10.7,Peg,,,,,,,,,,,,,,,,,,,
IC,IC5131,,,,G,Galaxy,21:47:25.31,-34:53:01.2,PsA,1.62,1.53,36,13.32,12.36,10.27,9.59,9.34,23.07,E-S0,,,,,2MASX J21472531-3453011,,,,
IC,IC5132,,,,Neb,Nebula,21:42:40.21,+66:10:06.4,Cep,,,,,,,,,,,,,,,,,Includes a Galactic star.,,
IC,IC5135,,NGC7130,,Dup,Galaxy,21:48:19.52,-34:57:04.5,PsA,,,,,,,,,,,,,,,,,,,
IC,IC5137,,,,Other,,21:51:37.46,-65:35:01.2,Ind,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC5140,,,,G,Galaxy,21:54:16.03,-67:19:53.0,Ind,2.19,0.33,137,15.2,,12.47,11.86,11.62,24.02,SBcd,,,,,2MASX J21541598-6719532,,,,
IC,IC5144,,,,G,Galaxy,21:54:09.53,+15:02:12.6,Peg,0.79,0.62,92,15.5,,11.97,11.19,10.95,23.83,E,,,,,2MASX J21540950+1502125,,,,
IC,IC5145,,,,G,Galaxy,21:54:23.06,+15:09:24.6,Peg,1.62,0.8,171,14.7,,10.88,10.15,9.86,23.85,Sab,,,,,2MASX J21542304+1509244,,,,
IC,IC5147,,,,G,Galaxy,21:59:26.32,-65:26:59.5,Ind,1.59,0.72,29,15.11,,13.03,12.54,12.07,24.12,Sc,,,,,2MASX J21592630-6526595,,,,
IC,IC5148,,,IC5150,PN,Planetary Nebula,21:59:35.20,-39:23:09.0,Gru,1.88,,,12.9,11,,,,,,,,16.5,,ESO 344-005,,,,
IC,IC5149,,,,G,Galaxy,21:58:59.04,-27:24:50.1,PsA,1.38,0.52,31,14.5,,11.55,10.98,10.61,23.38,Sa,,,,,2MASX J21585905-2724501,,,,
IC,IC5152,,,,G,Galaxy,22:02:41.51,-51:17:47.2,Ind,5.13,3.6,103,11.03,10.9,9.82,9.7,9.28,22.38,IAB,,,,,2MASX J22024152-5117471,,,,
IC,IC5154,,,,G,Galaxy,22:04:30.29,-66:06:44.6,Ind,0.86,0.55,4,15.84,,12.71,12.1,11.98,23.87,Sm,,,,,2MASX J22043032-6606444,,,,
IC,IC5155,,,,**,Double star,22:02:06.26,+00:29:17.8,Aqr,,,,,,,,,,,,,,,,,,,
IC,IC5168,,,,G,Galaxy,22:08:45.54,-27:51:23.3,PsA,1.3,0.36,141,15.54,,,,,23.77,SBc,,,,,ESO 467-011,,,,
IC,IC5172,,,,G,Galaxy,22:09:55.51,+12:49:05.0,Peg,0.71,0.24,87,15.6,,12.91,12.12,11.97,23.1,Sbc,,,,,2MASX J22095551+1249052,,,,
IC,IC5175,,,,G,Galaxy,22:12:48.23,-38:07:38.8,Gru,1.59,0.54,87,14.14,,11.07,10.36,10.05,23.78,Sab,,,,,2MASX J22124824-3807389,,,,
IC,IC5177,,,,G,Galaxy,22:11:34.27,+11:47:45.4,Peg,0.85,0.38,9,15.2,,11.93,11.17,10.85,23.04,SBb,,,,,2MASX J22113429+1147452,,,,
IC,IC5178,,,,G,Galaxy,22:12:33.35,-22:57:14.6,Aqr,1.04,0.63,91,14.74,,12.31,12.09,11.74,23.11,SBc,,,,,2MASX J22123333-2257145,,,,
IC,IC5179,,,IC5183,,,,,,,,,,,,,,,,,,,,,,,,
IC,IC5180,,,,G,Galaxy,22:11:12.01,+38:55:37.9,Lac,1.38,1.2,146,14.8,,10.59,9.87,9.59,24.18,E,,,,,2MASX J22111201+3855384,,,,
IC,IC5183,,,IC5179,Dup,Galaxy,22:16:09.10,-36:50:37.4,Gru,,,,,,,,,,,,,,,,,,,
IC,IC5184,,,IC5179,Dup,Galaxy,22:16:09.10,-36:50:37.4,Gru,,,,,,,,,,,,,,,,,,,
IC,IC5187,,,,G,Galaxy,22:18:17.77,-59:36:25.1,Tuc,0.6,0.56,16,14.69,,12.9,12.22,12.02,22.27,Sc,,,,,2MASX J22181776-5936247,,,,
IC,IC5188,,,,G,Galaxy,22:18:26.40,-59:38:28.8,Tuc,1.29,1.05,9,13.83,,11.45,10.92,10.4,22.89,SABc,,,,,2MASX J22182640-5938287,,,,
IC,IC5189,,,,*,Star,22:16:14.15,-05:00:15.5,Aqr,,,,,,,,,,,,,,,,,,,
IC,IC5194,,,,Other,,22:17:08.13,-15:56:44.5,Aqr,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC5199,,,,G,Galaxy,22:19:33.22,-37:32:01.7,Gru,1.9,0.32,153,14.72,,11.44,10.64,10.37,23.72,Sb,,,,,2MASX J22193322-3732018,,,,
IC,IC5204,,NGC7300,,Dup,Galaxy,22:30:59.91,-14:00:12.7,Aqr,,,,,,,,,,,,,,,,,,,
IC,IC5205,,,,G,Galaxy,22:22:47.56,-59:47:13.4,Tuc,0.63,0.39,20,15.98,,14.26,13.43,13.22,23.3,Sc,,,,,2MASX J22224755-5947133,,,,
IC,IC5206,,,,G,Galaxy,22:24:04.62,-66:51:28.2,Tuc,0.99,0.56,29,15.26,,12.54,11.9,11.57,23.46,SBbc,,,,,2MASX J22240466-6651281,,,,
IC,IC5211,,,,G,Galaxy,22:22:43.06,-18:52:48.8,Aqr,0.8,0.58,158,14.66,,11.51,10.79,10.45,22.79,Sa,,,,,2MASX J22224307-1852490,,,,
IC,IC5213,,,,G,Galaxy,22:25:04.79,-60:28:36.1,Tuc,0.66,0.41,131,15.79,,13.62,13,12.29,23.34,Sc,,,,,2MASX J22250481-6028361,,,,
IC,IC5215,,,,G,Galaxy,22:26:58.11,-65:58:55.9,Tuc,0.65,0.53,180,15.72,,14.01,13.42,12.77,23.27,Sc,,,,,2MASX J22265789-6558517,,,,
IC,IC5219,,,,G,Galaxy,22:28:43.74,-65:53:37.4,Tuc,0.89,0.55,16,15.95,,,,,23.94,Scd,,,,,ESO 109-004,,,,
IC,IC5220,,,,G,Galaxy,22:28:02.73,-59:43:24.4,Tuc,1.19,0.37,112,15.08,,12.53,11.87,11.58,23.17,Sc,,,,,2MASX J22280272-5943244,,,,
IC,IC5221,,,,G,Galaxy,22:28:57.71,-65:54:16.5,Tuc,0.47,0.43,59,15.91,,13.21,12.44,12.18,22.96,Sc,,,,,2MASX J22285771-6554163,,,,
IC,IC5222,,,,G,Galaxy,22:29:54.78,-65:39:40.9,Tuc,1.96,0.89,92,13.48,,10.59,9.62,9.67,23.06,SBbc,,,,,2MASX J22295476-6539411,,,,
IC,IC5223,,,,G,Galaxy,22:29:44.77,+07:59:19.5,Peg,0.66,0.29,4,15.6,,12.1,11.41,11.06,23.3,Sa,,,,,2MASX J22294477+0759196,,,,
IC,IC5230,,,,G,Galaxy,22:35:40.17,-61:32:51.7,Tuc,1.05,0.41,43,15.14,,12.79,11.86,11.71,23.34,Sc,,,,,2MASX J22354014-6132519,,,,
IC,IC5231,,,,G,Galaxy,22:34:00.72,+23:20:19.2,Peg,0.72,0.63,65,14.8,,11.52,10.83,10.59,23.09,S0-a,,,,,2MASX J22340076+2320190,,,,
IC,IC5232,,,,G,Galaxy,22:37:38.11,-68:52:20.0,Ind,0.71,0.47,3,15.39,,12.88,12.12,11.81,23.05,Sc,,,,,2MASX J22373810-6852202,,,,
IC,IC5233,,,,G,Galaxy,22:36:32.88,+25:45:47.5,Peg,0.91,0.84,16,14.8,,11.79,11.12,10.82,23.34,Sbc,,,,,2MASX J22363287+2545476,,,,
IC,IC5240,,,,G,Galaxy,22:41:52.38,-44:46:01.8,Gru,3.2,2.22,96,12.25,11.31,9.53,8.9,8.53,23.79,SBa,,,,,2MASX J22415236-4446016,,,,
IC,IC5241,,,,G,Galaxy,22:41:38.53,+02:38:23.8,Peg,0.91,0.74,174,14.9,,11.96,11.4,11.21,23.23,SBc,,,,,2MASX J22413873+0238217,,,,
IC,IC5246,,,,G,Galaxy,22:46:39.50,-64:53:52.7,Tuc,1.02,0.67,154,14.73,,12.63,12,12.22,23.18,Sc,,,,,2MASX J22463922-6453547,,,,
IC,IC5249,,,,G,Galaxy,22:47:06.28,-64:49:55.3,Tuc,4.38,0.36,12,14.35,,13.12,12.31,12.58,24.12,SBcd,,,,,2MASX J22470626-6449554,,,,
IC,IC5251,,,,Other,,22:45:10.63,+11:09:30.5,Peg,,,,,,,,,,,,,,,,,Galactic triple star.,,
IC,IC5252,,,,G,Galaxy,22:48:08.99,-68:54:10.3,Ind,1.34,0.77,173,13.75,,11.12,10.39,10.13,22.69,SBbc,,,,,2MASX J22480897-6854101,,,,
IC,IC5258,,,,G,Galaxy,22:51:31.57,+23:04:50.1,Peg,1,0.64,102,14.1,,10.9,10.26,10.01,22.97,E-S0,,,,,2MASX J22513158+2304499,,,,
IC,IC5260,,NGC7404,,Dup,Galaxy,22:54:18.61,-39:18:53.8,Gru,,,,,,,,,,,,,,,,,,,
IC,IC5262,,,,G,Galaxy,22:55:20.45,-33:53:16.5,PsA,1.35,0.68,179,14.29,13.21,11.11,10.41,10.15,23.32,S0-a,,,,,2MASX J22552046-3353166,,,,
IC,IC5263,,,,G,Galaxy,22:58:13.57,-69:03:07.6,Ind,1.59,0.73,147,14.23,,11.17,10.49,10.25,23.92,S0-a,,,,,2MASX J22581358-6903076,,,,
IC,IC5267,,,,G,Galaxy,22:57:13.57,-43:23:46.1,Gru,5.58,4.06,138,11.18,10.47,8.29,7.68,7.45,23.84,S0-a,,,,,2MASX J22571357-4323461,,,,
IC,IC5268,,,,Other,,22:56:12.97,+36:35:50.1,Lac,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC5269,,,,G,Galaxy,22:57:43.66,-36:01:34.4,PsA,1.84,0.75,51,13.48,,10.31,9.68,9.44,23.23,S0,,,,,2MASX J22574365-3601344,,,,
IC,IC5273,,,,G,Galaxy,22:59:26.70,-37:42:10.4,Gru,3.07,1.98,46,11.9,11.45,9.82,8.96,8.75,23.36,SBc,,,,,2MASX J22592671-3742103,,,,
IC,IC5275,,,,Other,,22:58:39.46,+18:51:45.1,Peg,,,,,,,,,,,,,,,,,Galactic triple star.,,
IC,IC5277,,,,G,Galaxy,23:01:59.25,-65:11:52.4,Tuc,0.59,0.54,41,15.3,,13.14,12.34,12.1,22.82,Sc,,,,,2MASX J23015922-6511523,,,,
IC,IC5278,,,,G,Galaxy,23:00:15.84,-08:10:43.6,Aqr,1.17,0.4,88,15.5,,13.22,12.32,12.25,23.55,Sd,,,,,2MASX J23001579-0810433,,,,
IC,IC5282,,,,G,Galaxy,23:02:48.19,+21:52:27.7,Peg,1.07,0.51,174,15.2,,12.18,11.49,11.1,23.72,Sc,,,,,2MASX J23024818+2152274,,,,
IC,IC5284,,,,G,Galaxy,23:06:46.27,+19:07:19.5,Peg,1.07,0.38,140,14.9,,12.39,11.73,11.49,23.42,Sa,,,,,2MASX J23064626+1907195,,,,
IC,IC5290,,,,G,Galaxy,23:12:53.26,-23:28:09.1,Aqr,1.15,0.72,67,14.5,,11.01,10.33,10.06,22.42,Sa,,,,,2MASX J23125326-2328089,,,,
IC,IC5299,,,,G,Galaxy,23:16:19.15,+20:51:21.0,Peg,0.43,0.25,20,,,12.38,11.77,11.26,,,,,,,2MASX J23161913+2051209,,,,
IC,IC5301,,,,G,Galaxy,23:18:59.43,-69:33:43.6,Ind,1.1,0.58,87,15.36,,,,,23.73,Sc,,,,,ESO 077-012,,,,
IC,IC5306,,,,G,Galaxy,23:18:11.33,+10:14:45.8,Peg,0.66,0.29,83,15.6,,12.44,11.77,11.61,21.41,Sab,,,,,2MASX J23181133+1014457,,,,
IC,IC5307,,,,G,Galaxy,23:18:22.03,+10:14:08.7,Peg,0.3,0.26,40,17.12,,12.45,11.67,11.36,23.24,,,,,,2MASX J23182204+1014088,,,,
IC,IC5314,,,,G,Galaxy,23:21:08.54,+19:18:40.4,Peg,0.68,0.68,5,15.6,,11.97,11.12,10.8,23.59,E,,,,,2MASX J23210856+1918400,,,,
IC,IC5315,,,,G,Galaxy,23:21:18.25,+25:23:06.7,Peg,0.92,0.77,136,14.6,,11.56,10.87,10.54,23.37,E,,,,,2MASX J23211822+2523075,,,,
IC,IC5316,,,,G,Galaxy,23:21:54.11,+21:12:09.2,Peg,0.58,0.44,118,16.25,,12.84,12.14,11.67,23.81,,,,,,2MASX J23215416+2112091,,,,
IC,IC5323,,,,G,Galaxy,23:27:36.97,-67:48:55.7,Tuc,1.64,1.04,32,14.04,,11.05,10.55,10.16,23.72,S0-a,,,,,2MASX J23273700-6748557,,,,
IC,IC5324,,,,G,Galaxy,23:28:17.75,-67:49:16.9,Tuc,1.26,1.12,34,14.09,,10.72,9.95,9.71,23.22,E,,,,,ESO 077-020,,,,
IC,IC5327,,NGC1495,,Dup,Galaxy,23:30:47.74,-13:29:07.6,Aqr,,,,,,,,,,,,,,,,,,,
IC,IC5328,,,,G,Galaxy,23:33:16.46,-45:00:57.5,Phe,2.99,1.75,41,12.21,11.03,9.14,8.55,8.28,23.48,E,,,,,2MASX J23331645-4500574,,,,
IC,IC5337,,,,G,Galaxy,23:36:25.03,+21:09:02.0,Peg,0.96,0.31,2,15.4,,12.49,11.82,11.41,23.27,Sbc,,,,,2MASX J23362506+2109028,,,,
IC,IC5338,,,,G,Galaxy,23:36:30.43,+21:08:45.6,Peg,1.26,0.91,26,15.5,,11.56,10.77,10.45,24.35,E,,,,,2MASX J23363057+2108498,,,,
IC,IC5339,,,,G,Galaxy,23:38:05.27,-68:26:31.4,Tuc,1.07,0.95,106,14.64,,11.35,10.54,10.29,23.52,E-S0,,,,,2MASX J23380525-6826316,,,,
IC,IC5340,,,,Other,,23:38:32.35,-04:51:16.6,Aqr,,,,,,,,,,,,,,,,,Nothing here; nominal position.,,
IC,IC5343,,,,G,Galaxy,23:39:22.37,-22:29:49.8,Aqr,0.86,0.68,15,14.47,,12.51,11.84,11.72,22.4,Sm,,,,,ESO 536-015,,,,
IC,IC5346,,,,G,Galaxy,23:41:06.33,+24:56:59.3,Peg,0.6,0.34,98,15.7,,12.71,12.02,11.66,23.76,,,,,,2MASX J23410632+2456594,,,,
IC,IC5347,,,,G,Galaxy,23:41:36.71,+24:53:08.8,Peg,0.72,0.56,112,15.7,,12.41,11.75,11.56,23.89,,,,,,2MASX J23413667+2453091,,,,
IC,IC5349 NED02,,,,G,Galaxy,23:46:23.09,-28:00:11.7,Scl,1.03,1.03,0,14.77,,,,,,E,,,,,ESO-LV 471-0111,,,,
IC,IC5350,,,,G,Galaxy,23:47:14.63,-27:57:27.8,Scl,1.03,0.84,55,14.69,,11.62,10.94,10.69,23.44,E-S0,,,,,2MASX J23471464-2757283,,,,
IC,IC5354,,,,G,Galaxy,23:47:28.34,-28:08:09.6,Scl,0.92,0.58,65,14.94,,11.33,10.61,10.37,23.64,E,,,,,2MASX J23472833-2808095,,,,
IC,IC5364 NED01,,,,G,Galaxy,23:56:23.91,-29:01:25.3,Scl,1.07,1.07,95,14.28,,,,,23.16,S0-a,,,,,MCG -05-01-007,,,,
IC,IC5367,,,,G,Galaxy,23:58:38.91,+22:26:56.7,Peg,0.56,0.42,52,16.8,,12.57,11.78,11.5,23.63,Sab,,,,,2MASX J23583893+2226562,,,,
IC,IC5369,,,,G,Galaxy,23:59:50.54,+32:42:08.5,And,0.91,0.45,86,15.3,,12.1,11.32,11,23.64,S0-a,,,,,2MASX J23595052+3242086,,,,
IC,IC5370,,,,G,Galaxy,00:00:09.18,+32:44:18.2,And,0.78,0.71,115,14.9,,11.55,10.84,10.51,23.09,S0-a,,,,,2MASX J00000914+3244182,,,,
IC,IC5371,,,,G,Galaxy,00:00:14.78,+32:49:55.2,And,0.52,0.45,147,15.1,,13.11,12.51,12.04,23.2,,,,,,2MASX J00001476+3249552,,,,
IC,IC5372,,,,G,Galaxy,00:00:16.26,+32:47:33.4,And,0.4,0.35,10,15.1,,12.08,11.48,11.25,,,,,,,2MASX J00001627+3247332,,,,
IC,IC5374,,,,G,Galaxy,00:01:04.52,+04:30:00.7,Psc,0.67,0.57,16,14.5,,12.77,12.13,11.82,23.28,Sc,,,,,2MASX J00010444+0430001,,,,
IC,IC5375,,,,G,Galaxy,00:01:04.77,+04:32:26.2,Psc,0.9,0.51,1,14.5,,11.95,11.29,11.04,23.46,Sab,,,,,2MASX J00010478+0432261,,,,
IC,IC5378,,,,GPair,Galaxy Pair,00:02:37.80,+16:38:53.0,Peg,1.5,,,,,,,,,,,,,,UGC 00001,,,Diameter of the group inferred by the author.,
IC,IC5378 NED01,,,,G,Galaxy,00:02:37.90,+16:38:37.6,Peg,0.55,0.55,50,14.9,,11.61,10.95,10.69,22.53,Sbc,,,,,2MASX J00023794+1638377,,,,
